customer_id,customer_name,email,registration_date,customer_type
CUST0370,Vidhi Parsa,fredericksridhar@example.org,2026-02-12,PREMIUM
CUST0371,Hemani Deep,chackoidika@example.com,2024-04-20,VIP
CUST0372,Yashasvi Singhal,vmall@example.com,2024-01-21,PREMIUM
CUST0373,Tristan Anne,patrick86@example.net,2023-12-11,VIP
CUST0374,Omisha Rana,madangavin@example.net,2024-03-31,REGULAR
CUST0375,Rachita Barman,aarush45@example.com,2023-07-25,VIP
CUST0376,Samarth Malhotra,chatresh27@example.org,2023-07-18,REGULAR
CUST0377,Geetika Dasgupta,rattigarima@example.org,2026-01-01,VIP
CUST0378,Alka Krish,vyanjanapradhan@example.net,2023-09-04,PREMIUM
CUST0379,Teerth Sankar,vtank@example.com,2024-08-10,PREMIUM
CUST0380,Riya Comar,dassforum@example.org,2026-02-25,REGULAR
CUST0381,Advaith Goda,odikadave@example.org,2025-09-10,VIP
CUST0382,Vedika Shah,pallavisathe@example.com,2025-08-06,REGULAR
CUST0383,Matthew Chaudhari,udeo@example.com,2025-03-03,PREMIUM
CUST0384,Janani Contractor,prishayohannan@example.org,2023-09-11,VIP
CUST0385,Eiravati Keer,dkrishnan@example.net,2025-03-24,PREMIUM
CUST0386,Utkarsh Vaidya,onkar12@example.org,2026-03-03,REGULAR
CUST0387,Qasim Jha,zdhaliwal@example.org,2026-06-02,REGULAR
CUST0388,Jairaj Rajagopal,chandindrajit@example.net,2025-06-25,REGULAR
CUST0389,Shivansh Rau,aishani52@example.org,2024-11-01,VIP
CUST0390,Ekaraj Rai,ysuresh@example.com,2024-05-21,VIP
CUST0391,Nilima Raman,rudraborah@example.org,2026-06-09,PREMIUM
CUST0392,Adya Dubey,ogera@example.org,2023-10-15,REGULAR
CUST0393,Maya Ram,wyatt33@example.com,2024-02-27,PREMIUM
CUST0394,Ekiya Goswami,radhakrishnanaachal@example.com,2026-02-01,PREMIUM
CUST0395,Kamya Pingle,gagantailor@example.net,2023-07-14,PREMIUM
CUST0396,Mohammed Soman,mohini67@example.net,2025-09-22,PREMIUM
CUST0397,Azaan Issac,deshpandevasana@example.com,2024-09-18,VIP
CUST0398,Zinal Chacko,warinder33@example.org,2024-02-29,VIP
CUST0399,Alexander Modi,ekalinga48@example.net,2026-03-30,REGULAR
CUST0400,Chandresh Sandal,ganeshtara@example.com,2024-06-29,PREMIUM
CUST0401,Hamsini Kamdar,giyer@example.org,2025-01-03,PREMIUM
CUST0402,Kritika Tailor,ichadha@example.com,2025-02-21,REGULAR
CUST0403,Bhavani Warrior,naveen43@example.org,2024-09-01,REGULAR
CUST0404,Advika Nagi,norisanya@example.net,2024-07-31,PREMIUM
CUST0405,Varenya Lala,hemaniwali@example.org,2025-05-30,REGULAR
CUST0406,Chasmum Patil,udyati50@example.net,2024-06-26,VIP
CUST0407,Warinder Raval,iryamaharaj@example.net,2024-03-30,PREMIUM
CUST0408,Kiaan Brahmbhatt,mohantychatura@example.net,2025-09-08,VIP
CUST0409,Aarna Seshadri,girikwason@example.org,2024-10-20,PREMIUM
CUST0410,Rajata Golla,yashmunshi@example.net,2026-03-27,REGULAR
CUST0411,Gaurav Shenoy,yashicadhar@example.org,2026-04-03,REGULAR
CUST0412,Jyoti Andra,adyapatla@example.com,2024-08-20,PREMIUM
CUST0413,Chaitaly Sastry,aradhanabutala@example.org,2026-03-09,VIP
CUST0414,Triya Doctor,nom@example.com,2024-04-09,PREMIUM
CUST0415,Daniel Deshpande,oviyaraj@example.com,2025-02-10,VIP
CUST0416,Jagvi Singh,chandani65@example.org,2024-05-11,REGULAR
CUST0417,Luke Talwar,cgrewal@example.com,2024-09-19,REGULAR
CUST0418,Benjamin Vig,nadkarniikbal@example.com,2025-10-27,REGULAR
CUST0419,Kamala Date,lopamishra@example.com,2025-11-03,VIP
CUST0420,Tanish Shan,samar56@example.org,2025-08-06,VIP
CUST0421,Hredhaan Lad,luckyahuja@example.org,2025-09-29,REGULAR
CUST0422,Ridhi Nazareth,edoctor@example.com,2023-06-27,REGULAR
CUST0423,Onveer Atwal,boraudyati@example.org,2025-04-03,VIP
CUST0424,Vritti Kulkarni,hgarg@example.com,2024-09-27,PREMIUM
CUST0425,Waida Murthy,dominicdhaliwal@example.org,2025-08-09,REGULAR
CUST0426,Girish Rajagopalan,osha16@example.net,2025-07-06,VIP
CUST0427,Samuel Krish,bnagar@example.com,2025-01-01,REGULAR
CUST0428,Vamakshi Mannan,tejasvyas@example.com,2025-09-08,PREMIUM
CUST0429,Yadavi Sangha,dhingrawarinder@example.net,2025-08-16,VIP
CUST0430,Azad Sama,vasaelijah@example.com,2025-06-13,PREMIUM
CUST0431,Ayush Date,kumarisaac@example.net,2024-09-06,VIP
CUST0432,Reyansh Bali,usabharwal@example.com,2024-09-01,PREMIUM
CUST0433,Anamika Rajagopal,munikamala@example.com,2025-02-16,VIP
CUST0434,Kalpit Nadig,settyjonathan@example.org,2023-10-17,REGULAR
CUST0435,Aarush Bakshi,pmisra@example.org,2024-12-12,VIP
CUST0436,Lopa Divan,finn87@example.com,2024-07-08,PREMIUM
CUST0437,Karan De,farajrattan@example.com,2023-07-19,PREMIUM
CUST0438,Janaki Hans,kotharichakradhar@example.net,2025-08-23,REGULAR
CUST0439,Charita Bhattacharyya,qsheth@example.com,2025-05-26,PREMIUM
CUST0440,Sara Bajaj,ramaswamynirja@example.net,2025-07-25,REGULAR
CUST0441,Sai Borde,ishani45@example.org,2026-03-01,PREMIUM
CUST0442,Yauvani Bakshi,dmukherjee@example.com,2024-06-06,VIP
CUST0443,Faqid Lad,dewanwahab@example.com,2024-07-03,REGULAR
CUST0444,Yadavi Ravel,tanishbawa@example.net,2023-10-10,REGULAR
CUST0445,Vedika Saran,virajkapur@example.org,2025-05-22,PREMIUM
CUST0446,Yochana More,qchandra@example.net,2023-09-23,REGULAR
CUST0447,Maya Shetty,frado42@example.com,2025-03-08,PREMIUM
CUST0448,Harish Setty,oviyakar@example.com,2024-05-25,REGULAR
CUST0449,Vrishti Raval,zashildash@example.com,2023-11-17,VIP
CUST0450,Nidhi Butala,kavya15@example.net,2025-06-06,REGULAR
CUST0451,Ekansh Patel,ektapalla@example.net,2026-03-21,REGULAR
CUST0452,Pranit Master,qsingh@example.com,2024-07-29,VIP
CUST0453,Libni Wason,obandi@example.com,2025-05-13,VIP
CUST0454,Harshil Ray,naidugaurav@example.org,2025-09-05,REGULAR
CUST0455,Tara Goda,chaudharichakrika@example.net,2024-10-03,REGULAR
CUST0456,Harrison Shetty,suraxiti@example.com,2024-10-05,REGULAR
CUST0457,Saanvi Agate,vasatika08@example.com,2024-01-22,PREMIUM
CUST0458,Veda Shan,jacksonborah@example.net,2025-11-02,REGULAR
CUST0459,Saksham Chatterjee,jacksonpurohit@example.net,2025-05-13,PREMIUM
CUST0460,Xiti Nazareth,vanshawason@example.com,2023-08-17,VIP
CUST0461,Rayaan Kohli,kapoordeepa@example.com,2024-10-13,VIP
CUST0462,Damyanti Modi,aashisarma@example.org,2024-10-22,REGULAR
CUST0463,Chatresh Guha,apurohit@example.org,2023-11-25,VIP
CUST0464,Owen Mahal,tanvi09@example.com,2024-05-27,PREMIUM
CUST0465,Hemal Jayaraman,zansi43@example.org,2024-04-07,PREMIUM
CUST0466,Abdul Dua,virkria@example.net,2025-05-27,VIP
CUST0467,Lipika Walla,prabhakardakshesh@example.org,2024-02-25,REGULAR
CUST0468,Vritti Swaminathan,minhasdakshesh@example.com,2023-10-17,VIP
CUST0469,Harinakshi Jain,jackmand@example.net,2023-12-07,PREMIUM
CUST0470,Owen Devi,irau@example.com,2025-01-10,REGULAR
CUST0471,Abdul Kata,onveerkoshy@example.com,2024-05-12,PREMIUM
CUST0472,Kashvi Dass,kashvidass.com,2023-08-30,PREMIUM
CUST0473,Yochana Thaker,abhimanyu19@example.com,2026-05-26,REGULAR
CUST0474,Sai Suresh,fiyazbhalla@example.com,2025-04-05,VIP
CUST0475,Keya Bhatia,neelchopra@example.org,2026-05-26,VIP
CUST0476,Arunima Sharma,arunimasharmagmail.com,2025-09-16,PREMIUM
CUST0477,Chandani Khanna,rkrishnamurthy@example.org,2023-07-10,PREMIUM
CUST0478,Zilmil Ghose,bgrover@example.org,2024-04-12,REGULAR
CUST0479,Ridhi Raju,shivanisarma@example.org,2024-08-30,REGULAR
CUST0480,Omya Bose,kuruvillaaarnav@example.net,2026-02-23,PREMIUM
CUST0481,Libni Sachdeva,rajaisaiah@example.com,2026-05-02,VIP
CUST0482,Eiravati Cherian,indalipathak@example.org,2024-02-04,REGULAR
CUST0483,Wishi Morar,ebhavsar@example.org,2023-09-05,PREMIUM
CUST0484,Laban Sachar,dparekh@example.org,2025-02-18,VIP
CUST0485,Umang Kumar,charvi83@example.net,2025-05-13,REGULAR
CUST0486,Tanish Shankar,dipta90@example.org,2024-11-28,VIP
CUST0487,Robert Mani,georgesahota@example.com,2026-04-26,PREMIUM
CUST0488,Wridesh Boase,sarafchampak@example.org,2023-09-20,VIP
CUST0489,Mugdha Saraf,jwalla@example.org,2025-02-14,REGULAR
CUST0490,Tanay Dugar,goleaachal@example.org,2025-05-04,VIP
CUST0491,Ekalinga Pillay,datewidisha@example.net,2026-04-26,VIP
CUST0492,Hredhaan Boase,dassekani@example.com,2025-12-31,VIP
CUST0493,Nirja Savant,vedika50@example.com,2025-03-02,REGULAR
CUST0494,Utkarsh Singh,avi39@example.org,2023-09-05,PREMIUM
CUST0495,Nitara Bhardwaj,upma02@example.org,2023-08-20,REGULAR
CUST0496,Azaan Pandya,samuel28@example.org,2025-11-20,PREMIUM
CUST0497,Meera Mandal,gaurav53@example.org,2025-08-29,PREMIUM
CUST0498,Ladli Boase,ganga84@example.com,2026-06-20,PREMIUM
CUST0499,Hritik Dhingra,gilldhruv@example.net,2025-08-01,VIP
CUST0500,Harish Mander,dugarzayyan@example.com,2026-01-12,VIP
